ticketNumber,createdTime,closedTime,status,channel,threadCount,motivo,detalhe,submotivo,localizador,filial,linha,solucao,servico,dataViagem
1141672,2026-01-09T13:40:49.000Z,2026-01-09T13:40:49.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1FMB2X,RÁPIDO FEDERAL,GO/GOIANIA - BA/SALVADOR,,25303000,2026-01-06T12:00:00.000Z
1141673,2026-01-09T13:40:49.000Z,2026-01-09T13:40:49.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1G3RXF,RÁPIDO FEDERAL,GO/GOIANIA - BA/SALVADOR,,25303000,2026-01-06T16:20:00.000Z
1141674,2026-01-09T13:40:49.000Z,2026-01-09T13:40:49.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1G56GP,RÁPIDO FEDERAL,GO/GOIANIA - BA/SALVADOR,,25303000,2026-01-06T12:00:00.000Z
1141675,2026-01-09T13:40:49.000Z,2026-01-09T13:40:49.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1FXHC4,RÁPIDO FEDERAL,GO/GOIANIA - BA/SALVADOR,,25303000,2026-01-06T14:00:00.000Z
1141676,2026-01-09T13:40:49.000Z,2026-01-09T13:40:49.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1FRE0D,RÁPIDO FEDERAL,GO/GOIANIA - BA/SALVADOR,,25403000,2026-01-06T12:00:00.000Z
1141677,2026-01-09T13:40:49.000Z,2026-01-09T13:40:49.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1G8MVX,RÁPIDO FEDERAL,GO/GOIANIA - BA/SALVADOR,,25423000,2026-01-06T12:00:00.000Z
1141678,2026-01-09T13:40:50.000Z,2026-01-09T13:40:50.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1F5V1D,RÁPIDO FEDERAL,GO/GOIANIA - BA/SALVADOR,,25423000,2026-01-07T02:59:00.000Z
1141679,2026-01-09T13:40:50.000Z,2026-01-09T13:40:50.000Z,Duplicado,Agências,1,Viagem,Problema Mecânico,Veículo,1G8XXN,RÁPIDO FEDERAL,GO/GOIANIA - BA/SALVADOR,,25303000,2026-01-07T11:15:00.000Z
1141680,2026-01-09T13:40:50.000Z,2026-01-09T13:40:50.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1G8XXN,RÁPIDO FEDERAL,GO/GOIANIA - BA/SALVADOR,,25303000,2026-01-07T15:50:00.000Z
1141681,2026-01-09T13:40:50.000Z,2026-01-09T13:40:50.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1G6ZEK,RÁPIDO FEDERAL,GO/GOIANIA - BA/SALVADOR,,25303000,2026-01-06T12:00:00.000Z
1141682,2026-01-09T13:40:50.000Z,2026-01-09T13:40:50.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1FB1XJ,RÁPIDO FEDERAL,GO/GOIANIA - BA/SALVADOR,,25303000,2026-01-06T14:00:00.000Z
1141683,2026-01-09T13:40:50.000Z,2026-01-09T13:40:50.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1G9A7K,RÁPIDO FEDERAL,GO/GOIANIA - BA/SALVADOR,,25303000,2026-01-07T00:30:00.000Z
1141684,2026-01-09T13:40:50.000Z,2026-01-09T13:40:50.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1G8QCV,RÁPIDO FEDERAL,GO/GOIANIA - BA/SALVADOR,,25303000,2026-01-07T11:15:00.000Z
1141685,2026-01-09T13:40:50.000Z,2026-01-09T13:40:50.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1G5UHC,RÁPIDO FEDERAL,GO/GOIANIA - BA/SALVADOR,,25303000,2026-01-06T14:00:00.000Z
1141686,2026-01-09T13:40:51.000Z,2026-01-09T13:40:51.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1G35D6,RÁPIDO FEDERAL,GO/GOIANIA - BA/SALVADOR,,25403000,2026-01-06T12:00:00.000Z
1141687,2026-01-09T13:40:51.000Z,2026-01-09T13:40:51.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1FXUJH,RÁPIDO FEDERAL,GO/GOIANIA - BA/SALVADOR,,25303000,2026-01-06T16:20:00.000Z
1141688,2026-01-09T13:40:51.000Z,2026-01-09T13:40:51.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1G96GQ,RÁPIDO FEDERAL,GO/GOIANIA - BA/SALVADOR,,25303000,2026-01-06T16:20:00.000Z
1141689,2026-01-09T13:40:51.000Z,2026-01-09T13:40:51.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1DXNW2,RÁPIDO FEDERAL,GO/GOIANIA - BA/SALVADOR,,25303000,2026-01-06T12:00:00.000Z
1141690,2026-01-09T13:40:51.000Z,2026-01-09T13:40:51.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1G42RV,RÁPIDO FEDERAL,GO/GOIANIA - BA/SALVADOR,,25303000,2026-01-06T14:00:00.000Z
1141691,2026-01-09T13:40:51.000Z,2026-01-09T13:40:51.000Z,Duplicado,Agências,1,Viagem,Problema Mecânico,Veículo,1G9PUR,RÁPIDO FEDERAL,GO/GOIANIA - BA/SALVADOR,,25403000,2026-01-07T11:15:00.000Z
1141692,2026-01-09T13:40:51.000Z,2026-01-09T13:40:51.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1G9PUR,RÁPIDO FEDERAL,GO/GOIANIA - BA/SALVADOR,,25403000,2026-01-07T15:50:00.000Z
1141693,2026-01-09T13:40:52.000Z,2026-01-09T13:40:52.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1G3PZE,RÁPIDO FEDERAL,GO/GOIANIA - BA/SALVADOR,,25303000,2026-01-06T12:00:00.000Z
1141694,2026-01-09T13:40:52.000Z,2026-01-09T13:40:52.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1G9P3P,RÁPIDO FEDERAL,GO/GOIANIA - BA/SALVADOR,,25303000,2026-01-07T11:15:00.000Z
1141695,2026-01-09T13:40:52.000Z,2026-01-09T13:40:52.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1G9TA9,RÁPIDO FEDERAL,GO/GOIANIA - BA/SALVADOR,,25403000,2026-01-07T02:59:00.000Z
1141696,2026-01-09T13:40:52.000Z,2026-01-09T13:40:52.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1G76UR,RÁPIDO FEDERAL,GO/GOIANIA - BA/SALVADOR,,25303000,2026-01-06T12:00:00.000Z
1141697,2026-01-09T13:40:52.000Z,2026-01-09T13:40:52.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1G96NB,RÁPIDO FEDERAL,GO/GOIANIA - BA/SALVADOR,,25303000,2026-01-07T10:10:00.000Z
1141698,2026-01-09T13:40:52.000Z,2026-01-09T13:40:52.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1FV60D,RÁPIDO FEDERAL,GO/GOIANIA - BA/SALVADOR,,25303000,2026-01-06T14:00:00.000Z
1141699,2026-01-09T13:40:52.000Z,2026-01-09T13:40:52.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1G4764,RÁPIDO FEDERAL,GO/GOIANIA - BA/SALVADOR,,25303000,2026-01-06T12:00:00.000Z
1141701,2026-01-09T13:40:52.000Z,2026-01-09T13:40:52.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1G5595,RÁPIDO FEDERAL,GO/GOIANIA - BA/SALVADOR,,25303000,2026-01-06T14:00:00.000Z
1141702,2026-01-09T13:40:53.000Z,2026-01-09T13:40:53.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1G4DNQ,RÁPIDO FEDERAL,GO/GOIANIA - BA/SALVADOR,,25303000,2026-01-07T10:10:00.000Z
1141703,2026-01-09T13:40:53.000Z,2026-01-09T13:40:53.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1G92R5,RÁPIDO FEDERAL,GO/GOIANIA - BA/SALVADOR,,25303000,2026-01-06T16:20:00.000Z
1141704,2026-01-09T13:40:53.000Z,2026-01-09T13:40:53.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1FV60D,RÁPIDO FEDERAL,GO/GOIANIA - BA/SALVADOR,,25303000,2026-01-06T14:00:00.000Z
1141705,2026-01-09T13:40:53.000Z,2026-01-09T13:40:53.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1FY0NN,RÁPIDO FEDERAL,GO/GOIANIA - BA/SALVADOR,,25303000,2026-01-06T21:00:00.000Z
1141706,2026-01-09T13:40:53.000Z,2026-01-09T13:40:53.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1FB1XJ,RÁPIDO FEDERAL,GO/GOIANIA - BA/SALVADOR,,25303000,2026-01-06T14:00:00.000Z
1141707,2026-01-09T13:40:53.000Z,2026-01-09T13:40:53.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1DXNW2,RÁPIDO FEDERAL,GO/GOIANIA - BA/SALVADOR,,25303000,2026-01-06T12:00:00.000Z
1141708,2026-01-09T13:40:53.000Z,2026-01-09T13:40:53.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1G6ZW6,RÁPIDO FEDERAL,GO/GOIANIA - BA/SALVADOR,,25303000,2026-01-06T12:00:00.000Z
1141709,2026-01-09T13:40:54.000Z,2026-01-09T13:40:54.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1FSUJY,RÁPIDO FEDERAL,GO/GOIANIA - BA/SALVADOR,,25403000,2026-01-06T12:00:00.000Z
1141710,2026-01-09T13:40:54.000Z,2026-01-09T13:40:54.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1F27VJ,RÁPIDO FEDERAL,GO/GOIANIA - BA/SALVADOR,,25403000,2026-01-06T12:00:00.000Z
1141711,2026-01-09T13:40:54.000Z,2026-01-09T13:40:54.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1FRE0D,RÁPIDO FEDERAL,GO/GOIANIA - BA/SALVADOR,,25403000,2026-01-06T12:00:00.000Z
1141712,2026-01-09T13:40:54.000Z,2026-01-09T13:40:54.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1G2VBD,RÁPIDO FEDERAL,GO/GOIANIA - BA/SALVADOR,,25303000,2026-01-06T14:00:00.000Z
1141713,2026-01-09T13:40:54.000Z,2026-01-09T13:40:54.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1G44G1,RÁPIDO FEDERAL,GO/GOIANIA - BA/SALVADOR,,25303000,2026-01-06T14:00:00.000Z
1141714,2026-01-09T13:40:54.000Z,2026-01-09T13:40:54.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1F5UTU,RÁPIDO FEDERAL,GO/GOIANIA - BA/SALVADOR,,25403000,2026-01-07T02:59:00.000Z
1141715,2026-01-09T13:40:54.000Z,2026-01-09T13:40:54.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1FC822,RÁPIDO FEDERAL,GO/GOIANIA - BA/SALVADOR,,25303000,2026-01-06T16:20:00.000Z
1141716,2026-01-09T13:40:54.000Z,2026-01-09T13:40:54.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1FM4E0,RÁPIDO FEDERAL,GO/GOIANIA - BA/SALVADOR,,25423000,2026-01-06T14:00:00.000Z
1141717,2026-01-09T13:40:55.000Z,2026-01-09T13:40:55.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1G41Q9,RÁPIDO FEDERAL,GO/GOIANIA - BA/SALVADOR,,25403000,2026-01-06T16:20:00.000Z
1141718,2026-01-09T13:40:55.000Z,2026-01-09T13:40:55.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1FY0NN,RÁPIDO FEDERAL,GO/GOIANIA - BA/SALVADOR,,25303000,2026-01-06T21:00:00.000Z
1141719,2026-01-09T13:40:55.000Z,2026-01-09T13:40:55.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1G9P3P,RÁPIDO FEDERAL,GO/GOIANIA - BA/SALVADOR,,25303000,2026-01-07T11:15:00.000Z
1141720,2026-01-09T13:40:55.000Z,2026-01-09T13:40:55.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1FXSAJ,RÁPIDO FEDERAL,GO/GOIANIA - BA/SALVADOR,,25303000,2026-01-06T12:00:00.000Z
1141721,2026-01-09T13:40:55.000Z,2026-01-09T13:40:55.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1G3RXF,RÁPIDO FEDERAL,GO/GOIANIA - BA/SALVADOR,,25303000,2026-01-06T16:20:00.000Z
1141722,2026-01-09T13:40:55.000Z,2026-01-09T13:40:55.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1G8T4H,RÁPIDO FEDERAL,GO/GOIANIA - BA/SALVADOR,,25303000,2026-01-06T12:00:00.000Z
1141723,2026-01-09T13:40:55.000Z,2026-01-09T13:40:55.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1G4764,RÁPIDO FEDERAL,GO/GOIANIA - BA/SALVADOR,,25303000,2026-01-06T12:00:00.000Z
1141724,2026-01-09T13:40:56.000Z,2026-01-09T13:40:56.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1FH0T8,RÁPIDO FEDERAL,GO/GOIANIA - BA/SALVADOR,,25303000,2026-01-06T12:00:00.000Z
1141725,2026-01-09T13:40:56.000Z,2026-01-09T13:40:56.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1G99PE,RÁPIDO FEDERAL,GO/GOIANIA - BA/SALVADOR,,25303000,2026-01-06T21:00:00.000Z
1141726,2026-01-09T13:40:56.000Z,2026-01-09T13:40:56.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1FYG88,RÁPIDO FEDERAL,GO/GOIANIA - BA/SALVADOR,,25303000,2026-01-06T12:00:00.000Z
1141727,2026-01-09T13:40:56.000Z,2026-01-09T13:40:56.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1G44G1,RÁPIDO FEDERAL,GO/GOIANIA - BA/SALVADOR,,25303000,2026-01-06T14:00:00.000Z
1141793,2026-01-09T14:10:28.000Z,2026-01-16T18:37:33.000Z,Fechado - Procedente,0800 - Expresso Guanabara,3,Viagem,Problema Mecânico,Veículo,1G4Y3S,Real Expresso,GO/GOIANIA - MG/BELO HORIZONTE 200387,Cortesia,20503545,2026-01-04T22:30:00.000Z
1141902,2026-01-09T14:52:21.000Z,2026-01-19T19:09:31.000Z,Fechado - Procedente,0800 - Expresso Guanabara,4,Viagem,Problema Mecânico,Veículo,1G5SEE,Expresso Guanabara,GO/GOIANIA - PB/JOAO PESSOA VIA PB/SOUSA 100784,Sem Oferta,10306730,2026-01-08T08:02:00.000Z
1143386,2026-01-10T14:35:31.000Z,2026-01-11T12:54:37.000Z,Duplicado,Fale Conosco,1,Viagem,Problema Mecânico,Veículo,1EVRCS/1EVRCT,Real Expresso,,Cortesia,20403175,
1142411,2026-01-09T18:26:24.000Z,2026-01-09T20:10:56.000Z,Duplicado,Consumidor Gov,0,Viagem,Problema Mecânico,Veículo,,Expresso Guanabara,,,,
1142609,2026-01-09T20:07:30.000Z,2026-01-16T19:13:57.000Z,Fechado - Procedente,0800 - Expresso Guanabara,4,Viagem,Problema Mecânico,Veículo,1GCBRX,Util,,Sem Oferta,35401780,2026-01-09T15:29:00.000Z
1142630,2026-01-09T20:18:56.000Z,2026-01-16T18:00:31.000Z,Fechado - Procedente,0800 - Expresso Guanabara,4,Viagem,Problema Mecânico,Veículo,1GC695,Sampaio,,Desconto,35301780,2026-01-09T16:30:00.000Z
1142635,2026-01-09T20:25:01.000Z,2026-01-16T21:40:11.000Z,Fechado - Procedente,0800 - Expresso Guanabara,4,Viagem,Problema Mecânico,Veículo,1FYA9Q,Sampaio,,Desconto,35301780,2026-01-09T15:15:00.000Z
1142988,2026-01-10T01:00:33.000Z,2026-01-18T14:32:24.000Z,Fechado - Procedente,0800 - Expresso Guanabara,5,Viagem,Problema Mecânico,Veículo,1G8MTM,Util,DF/BRASILIA - RJ/RIO DE JANEIRO 150457,Sem Oferta,15207487,2026-01-09T23:45:00.000Z
1143031,2026-01-10T01:52:49.000Z,2026-01-16T18:02:52.000Z,Fechado - Improcedente,0800 - Expresso Guanabara,2,Viagem,Problema Mecânico,Veículo,1GAUHJ,Util,,,15207487,2026-01-09T15:00:00.000Z
1143978,2026-01-11T03:03:06.000Z,2026-01-21T18:40:56.000Z,Fechado - Procedente,Web to Case,7,Viagem,Problema Mecânico,Veículo,1FA2FF,Expresso Guanabara,DF/BRASILIA - PI/TERESINA 100698,Cortesia,10306280,2026-01-10T16:30:00.000Z
1143500,2026-01-10T15:58:29.000Z,2026-01-21T12:38:38.000Z,Fechado - Procedente,Fale Conosco,11,Viagem,Problema Mecânico,Veículo,1FDAC0,Util,MG/CONSELHEIRO LAFAIETE - SP/SANTOS 150421,Indenizado,15304215,2025-01-05T01:20:00.000Z
1143528,2026-01-10T16:28:54.000Z,2026-01-17T14:59:13.000Z,Fechado - Procedente,Fale Conosco,3,Viagem,Problema Mecânico,Veículo,1GCFM8,Real Expresso,GO/GOIANIA - TO/DIANOPOLIS 200435,,20403185,2026-01-10T02:45:00.000Z
1143579,2026-01-10T17:15:11.000Z,2026-01-17T14:22:30.000Z,Fechado - Procedente,0800 - Expresso Guanabara,3,Viagem,Problema Mecânico,Veículo,1G8PG5,Real Expresso,GO/GOIANIA - MA/PINHEIRO 200445,Cortesia,20303665,2026-01-09T17:10:00.000Z
1143646,2026-01-10T18:40:21.000Z,2026-01-17T13:21:42.000Z,Fechado - Procedente,0800 - Expresso Guanabara,4,Viagem,Problema Mecânico,Veículo,1GCY23,Rápido Federal,DF/BRASILIA - GO/ANAPOLIS 250199,Cortesia,25202845,2026-01-10T14:40:00.000Z
1143782,2026-01-10T21:10:40.000Z,2026-01-18T13:38:40.000Z,Fechado - Procedente,Reclame Aqui,5,Viagem,Problema Mecânico,Veículo,1ET47Z,Real Expresso,GO/ANAPOLIS - RJ/RIO DE JANEIRO 200422,,20402770,2026-01-15T01:00:00.000Z
1143748,2026-01-10T20:27:49.000Z,2026-01-21T20:39:21.000Z,Fechado - Procedente,0800 - Expresso Guanabara,4,Viagem,Problema Mecânico,Veículo,1FX2KG,Expresso Guanabara,,,10306280,2026-01-10T16:30:00.000Z
1144043,2026-01-11T09:13:12.000Z,2026-01-17T14:18:00.000Z,Fechado - Procedente,0800 - Real Expresso,3,Viagem,Problema Mecânico,Veículo,1G0RCD / 1E64X5,Real Expresso,,,20403275,2026-01-10T15:00:00.000Z
1144215,2026-01-11T13:13:07.000Z,2026-01-21T14:44:43.000Z,Fechado - Procedente,Fale Conosco,3,Viagem,Problema Mecânico,Veículo,1GBY3G,Expresso Guanabara,FORTALEZA(CE) - VICOSA DO CEARA(CE) 100241,Sem Oferta,10201570,2026-01-11T00:39:00.000Z
1144140,2026-01-11T11:55:48.000Z,2026-01-17T14:59:40.000Z,Fechado - Procedente,0800 - Expresso Guanabara,3,Viagem,Problema Mecânico,Veículo,1GB5E5,Real Expresso,,Cortesia,20302980,2026-01-10T21:45:00.000Z
1144396,2026-01-11T15:38:18.000Z,2026-01-23T12:21:45.000Z,Fechado - Procedente,0800 - Expresso Guanabara,5,Viagem,Problema Mecânico,Veículo,1F0UZ4,Expresso Guanabara,DF/BRASILIA - PI/TERESINA 100698,Sem Oferta,10306280,2026-01-10T16:30:00.000Z
1144539,2026-01-11T17:55:49.000Z,2026-01-19T12:38:11.000Z,Fechado - Procedente,Reclame Aqui,7,Viagem,Problema Mecânico,Veículo,1FN8VX,Real Expresso,DF/BRASILIA - SP/SAO PAULO 200403,,20303485,2025-12-27T01:00:00.000Z
1144789,2026-01-11T22:40:42.000Z,2026-01-17T14:32:40.000Z,Fechado - Procedente,WhatsApp Chat,3,Viagem,Problema Mecânico,Veículo,1GBUC9,Real Expresso,,Cortesia,20202700,2026-01-09T17:00:00.000Z
1144854,2026-01-11T23:59:57.000Z,2026-01-16T13:54:57.000Z,Duplicado,Reclame Aqui,2,Viagem,Problema Mecânico,Veículo,,Expresso Guanabara,,,,
1145055,2026-01-12T10:34:55.000Z,2026-01-17T19:25:32.000Z,Fechado - Procedente,0800 - Real Expresso,2,Viagem,Problema Mecânico,Veículo,1GB6YE,Real Expresso,,Cortesia,20302980,2026-01-04T15:00:00.000Z
1145145,2026-01-12T11:44:45.000Z,2026-01-17T18:32:49.000Z,Fechado - Procedente,0800 - Expresso Guanabara,2,Viagem,Problema Mecânico,Veículo,1EMP0G,Real Expresso,MT/ALTA FLORESTA - DF/BRASILIA,,20202930,2026-01-03T10:00:00.000Z
1145164,2026-01-12T11:57:16.000Z,2026-01-19T15:31:15.000Z,Fechado - Improcedente,0800 - Expresso Guanabara,2,Viagem,Problema Mecânico,Veículo,1GCTNF,Real Expresso,,Cortesia,20503325,2026-01-12T02:59:00.000Z
1145288,2026-01-12T13:01:03.000Z,2026-01-16T15:12:32.000Z,Fechado - Procedente,Reclame Aqui,5,Viagem,Problema Mecânico,Veículo,1G98RG,Real Expresso,DF/BRASILIA - TO/PALMAS 200405,,20303685,2026-01-11T22:00:00.000Z
1145237,2026-01-12T12:37:15.000Z,2026-01-15T12:50:57.000Z,Fechado - Procedente,Consumidor Gov,4,Viagem,Problema Mecânico,Veículo,1GAV4U,Real Expresso,GO/GOIANIA - PA/BELEM 200442,Devolução,20302980,2026-01-10T21:45:00.000Z
1145343,2026-01-12T13:23:50.000Z,2026-01-16T15:40:05.000Z,Fechado - Procedente,Reclame Aqui,5,Viagem,Problema Mecânico,Veículo,1G4CRN,Real Expresso,DF/BRASILIA - SP/SAO PAULO 200416,,20425776,2026-01-06T21:45:00.000Z
1145384,2026-01-12T13:42:09.000Z,2026-01-19T15:13:53.000Z,Fechado - Procedente,0800 - Expresso Guanabara,3,Viagem,Problema Mecânico,Veículo,1FRVWW,Real Expresso,,Cortesia,20303270,2025-12-22T08:10:00.000Z
1145401,2026-01-12T13:51:22.000Z,2026-01-12T14:05:13.000Z,Fechado - Sem Interação,WhatsApp Chat,1,Regras de Viagem,Problema Mecânico,Veículo,,Outros,,,,
1145402,2026-01-12T13:51:53.000Z,2026-01-12T14:13:45.000Z,Fechado - Sem Interação,WhatsApp Chat,1,Viagem,Problema Mecânico,Veículo,,Outros,,,,
1145629,2026-01-12T15:12:00.000Z,2026-01-21T17:43:07.000Z,Fechado - Procedente,0800 - Expresso Guanabara,3,Viagem,Problema Mecânico,Veículo,1GCAY4,Expresso Guanabara,,Cortesia,10306805,2026-01-12T00:00:00.000Z
1145570,2026-01-12T14:50:19.000Z,2026-01-16T21:27:15.000Z,Fechado - Improcedente,NPS,4,Viagem,Problema Mecânico,Veículo,1FF0AJ,Rápido Federal,SALVADOR - LUIS EDUARDO MAGALHAES via BARREIRAS 250040,Sem Oferta,25422075,2025-12-10T22:15:00.000Z
1145983,2026-01-12T17:53:03.000Z,2026-01-20T17:42:46.000Z,Fechado - Procedente,0800 - Expresso Guanabara,3,Viagem,Problema Mecânico,Veículo,1G7QJK,Real Expresso,,Cortesia,20205848,2026-01-05T15:00:00.000Z
1146026,2026-01-12T18:08:00.000Z,2026-01-21T17:39:01.000Z,Duplicado,Fale Conosco,6,Viagem,Problema Mecânico,Veículo,1G5N7C / 1G5NAT,Util,,,15304525,2026-01-04T00:30:00.000Z
1146543,2026-01-12T21:56:52.000Z,2026-01-26T12:48:42.000Z,Fechado - Procedente,Fale Conosco,14,Viagem,Problema Mecânico,Veículo,1GBK7T,Sampaio,,Devolução,35421850,2026-01-12T13:30:00.000Z
1146630,2026-01-12T22:49:43.000Z,2026-01-21T11:09:26.000Z,Fechado - Procedente,Reclame Aqui,6,Viagem,Problema Mecânico,Veículo,1FRHK9,Sampaio,RJ/RIO DE JANEIRO - SP/PINDAMONHANGABA 350228,,35201710,2026-01-08T10:50:00.000Z
1146554,2026-01-12T22:06:06.000Z,2026-01-21T20:28:49.000Z,Duplicado,0800 - Expresso Guanabara,1,Viagem,Problema Mecânico,Veículo,1GBK7T,Sampaio,,,35421850,2026-01-12T15:00:00.000Z
1146533,2026-01-12T21:47:34.000Z,2026-01-12T22:09:20.000Z,Fechado - Procedente,WhatsApp Chat,1,Viagem,Problema Mecânico,Veículo,1GCV7H,Expresso Guanabara,,,10202038,2026-01-12T15:47:00.000Z
1146617,2026-01-12T22:37:47.000Z,2026-01-23T18:36:46.000Z,Fechado - Procedente,Fale Conosco,6,Viagem,Problema Mecânico,Veículo,1G7PEJ,Expresso Guanabara,,,10306525,2026-01-06T19:41:00.000Z
1146659,2026-01-12T23:06:12.000Z,2026-01-22T14:40:27.000Z,Fechado - Procedente,Fale Conosco,6,Viagem,Problema Mecânico,Veículo,1GC16V,Sampaio,RJ/RIO DE JANEIRO - SP/PINDAMONHANGABA 350227,Cortesia,35201905,2026-01-12T16:30:00.000Z
